Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
Kartoos,Hindi,5.1,2 h 6 min,1999.0,18+,A cop trains a criminal Raja to end the reign of a deadly underworld don. But the mission falters when Raja falls in love and puts everyone's life and the mission at risk.
Mission: Impossible III,English,6.9,2 h 5 min,2006.0,13+,Ethan Hunt hurdles into spectacular new adventures from Rome to Shanghai as he races to rescue a captured agent and stop Davian from eliminating his next target: Ethan’s wife.
Playing With Fire,English,5.1,1 h 35 min,2019.0,7+,"When firefighter Jake Carson (John Cena) and his team (Keegan-Michael Key & John Leguizamo) rescue three siblings in the path of a wildfire, they realize no amount of training could have prepared them for their most challenging job yet – babysitting."
Doctor Love,Malayalam,5,2 h 37 min,2011.0,All,"Dr. Love is the story of Vinayachandran, is an unsuccessful romantic novel writer who helps people with love issues. One of the challenges before him is to make the brash campus devil Ebin fall in love with the quiet boy Roy. Dr.Love starts working on his plan but now the story takes some dramatic twists and turns."
Jagga Jagravan Joga,Punjabi,1.9,1 h 54 mins,2020.0,13+,"Karaj and his wife does farming on their land. However, her uncle is convinced that he should own the land instead and files a case against Karaj."
The Death of Stalin,English,7.2,1 h 42 min,2018.0,18+,"Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Josef Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power."
Criminal,English,6.3,1 h 48 min,2016.0,18+,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission."
Abduction Point,Bengali,5.6,1 h 22 min,2016.0,18+,A group of hikers on the Appalachian Trail become lost and stumble across an ancient Alien secret that threatens their survival.
Crown Heights,English,6.5,1 h 39 min,2017.0,18+,"When Colin Warner is wrongfully convicted of murder, his best friend, Carl King, devotes his life to proving Colin’s innocence. Adapted from This American Life, this is the incredible true story of their harrowing quest for justice."
If Something Happens,English,5.4,1 h 20 min,2018.0,18+,"Julie Reynolds receives an anonymous email promising her money, if a stranger dies. Initially discarding the unusual message, she is compelled to look deeper after she stumbles across news of the stranger's death, followed by a mysterious envelope with cash ""as promised"". When the emails and events repeat again, it's beyond evident that something's not right."
Sarkar 3,Hindi,4.9,2 h 10 min,2017.0,NR,"Ram Gopal Verma is back with the third installment of the Sarkar franchise where politics is about to ascend new heights and revenge is on everyone’s mind. Annu Karkare, who blames Subhash Nagre for her father’s death is determined to see the fall of Sarkar, and supporting her is none other than Subhash’s grandson, Cheeku, making the fight a personal battle. Will Sarkar let politics ruin his ..."
Time,English,7.2,1 h 21 min,2020.0,16+,"In this intimate yet epic love story filmed over two decades, indomitable matriarch Fox Rich strives to raise her six sons and keep her family together as she fights for her husband’s release from the Louisiana State Penitentiary, commonly known as Angola."
Kinara,Hindi,6.7,2 h 19 min,1977.0,NR,"The plot of the movie unfurls the story of Aarti who is a fabulous dancer and is grieving over the death of her lover Chandan. But in the meanwhile, she meets Inder who falls in love with her, but later he also abandons her. Soon they both are connected to each other because of their past which leaves both in a shock. Watch the twist and turns of this love story."
Aadhar,Marathi,4.8,2 h 20 mins,2002.0,All,"Janaki, a single earning member of a family of six, goes through a series of financial and familial problems when different members from her family face one problem after another. Being the support system of her doomed family, will she ever find a moment for herself?"
Marjaavaan,Hindi,3.5,2 h 13 min,2019.0,16+,Young couple Raghu and Zoya enjoy their lives together until a vertically challenged gang leader with harmful intentions turns their world upside down.
Ankhiyon Ke Jharokhon Se,Hindi,7.1,2 h 20 min,1978.0,All,"This is a 1978 Hindi romantic film, starring  Arun (Sachin ) & Lily ( Ranjeeta ) are elated when their parents agree to get them married. Things take a turn when Lily is diagnosed with blood cancer. The film was a huge blockbuster. The film was nominated for Best Actress, Best Film, and Best Direction at the 1978 Filmfare Awards. Her poignant portrayal of the character was critically acclaimed."
Manivathoorile Aayiram Sivarathrikal,Malayalam,7.3,2 h 14 min,1987.0,All,"Veena, a teenager, goes to visit her maternal grandfather in Ooty with her father to attend her mother's 13th death anniversary, where she learns about her parents' love story."
Raja Narasimha,Kannada,7.4,2 h 12 min,2003.0,NR,"Raja Narasimha is a 2003 Indian Kannada film, directed by Muthyala Subbayya. The film stars Vishnuvardhan, Raasi and Ramya Krishnan in lead roles. The film has musical score by Deva."
Sangrama,Kannada,3.2,2 h 18 min,1987.0,NR,"Sangrama is a 1987 Indian Kannada film, directed by K V Raju and produced by C Rajkumar. The film stars Ravichandran, Bhavya, Lokesh and Doddanna in lead roles. Music of the film was composed by Hamsalekha."
The Lazarus Effect - FKA Reawakenings,English,5.2,1 h 23 min,2015.0,13+,A group of medical students discover a way to bring dead patients back to life.
Capmaari,Tamil,3.3,2 h 6 min,2019.0,18+,"Vijay (Jai), a software engineer happens to share a coach with Jenny (Vaibhavi Shandilya) where they share beers, then one thing leads to another and they get physically close. They meet after some years and decide to get married. While everything seems to be smooth, Vijay's colleague Varsha (Athulya Ravi) enters their home pregnant claiming Vijay is the father of the child."
Avasara Police 100,Tamil,6.6,2 h 23 min,1990.0,18+,"An honest man is falsely accused and jailed. When he learns that he has a twin brother who is a meek police inspector, he pretends to be the policeman in order to nab culprits and find his lost uncle."
Dinner for Schmucks,English,5.9,1 h 49 min,2010.0,18+,"There's only one thing keeping aspiring executive Tim (Paul Rudd) from corporate success. He must find the perfect guest to bring to his boss's monthly dinner party, where the winner of the evening is the one who arrives with the biggest buffoon."
The Mummy,Hindi,7,2 h 4 min,1999.0,18+,"Brendan Fraser and Rachel Weisz star in this nonstop action epic about the discovery of a long-lost treasure in the Egyptian desert that also unearths a 3,000-year-old legacy of terror!"
Gujjubhai Most Wanted,Gujarati, 7.3,2 h 21 min,2018.0,All,"""Gujarati"" Gujjubhai and his son Khagesh try a shortcut to earn money which gets them into trouble with terrorists and cops."
Blumhouse's Fantasy Island,Tamil,4.9,1 h 49 min,2020.0,18+,"In Blumhouse’s Fantasy Island, the enigmatic Mr. Roarke (Michael Peña) makes the secret dreams of his lucky guests come true at a luxurious but remote tropical resort. But when the fantasies turn into nightmares, the guests have to solve the island’s mystery in order to escape with their lives. Also starring Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang and Ryan Hansen."
Birth of the Dragon,Hindi,5.5,1 h 31 min,2017.0,13+,"Set against the backdrop of 1960s San Francisco, Birth of the Dragon is a modern take on the classic movies that Bruce Lee was known for. It takes its inspiration from the epic and still controversial showdown between an up-and-coming Bruce Lee and kung fu master Wong Jack Man - a battle that gave birth to a legend."
Ek Gadi Baki Anadi,Marathi,7.3,2 h 14 mins,1989.0,All,"A man becomes the owner of a car that is possessed by the spirit of his murdered father. With much comic violence, man and car get their revenge on the evil villains who caused the father's death."
Bidaay Byomkesh,Bengali,5.3,2h,2019.0,13+,"After a long exile, Byomkesh's son confesses to a murder. Will the aged Satyanweshi and his grandson find the truth?"
K.D.No.1,Telugu,4.9,2 h 31 min,1978.0,NR,"K.D.No.1 is a 1978 Indian Telugu film, directed by K. Raghavendra Rao. The film stars NTR and Jayasudha in lead roles. The film had musical score by K. V. Mahadevan."
Kuselan,Tamil,4.7,2 h 38 min,2008.0,All,"The film revolves around a villager (Pasupathy), who had shared a strong friendship with a popular actor (Rajinikanth) when they were young. One of them goes on to become a national figure and the other, a village barber. How circumstances make them to reunite is the rest of this emotional drama."
Charlie's Angels,Hindi,4.8,1 h 58 min,2019.0,13+,"With the world’s smartest, bravest, and most highly trained women all over the globe, there are now teams of Angels guided by multiple Bosleys taking on the toughest jobs everywhere."
Veerappan,Telugu,5.3,1 h 57 min,2016.0,18+,A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.
Kalank,Hindi,3.6,2 h 45 min,2019.0,13+,"Set in 1945, in Pre-Independent India, ‘Kalank’ is the story of a vivid and ethereal world, lost when the fire of Partition engulfs the city and the country. It’s the story of the shades of Reds in their lives as they yearn for hues of love while Husnabad gets soaked in the reds of violence and revenge."
The Dark Knight,Tamil,9,2 h 32 min,2008.0,13+,The Dark Knight reunites Christian Bale with director Christopher Nolan and takes Batman across the world in his quest to fight a growing criminal threat known as The Joker .
Ahankaar,Hindi,5.9,2 h 25 min,1995.0,All,"Prabhat loses his voice in a freak accident while trying to save his stepmother. However, this sacrifice and many others go unappreciated by a family largely filled with selfish and unethical people."
Banjara - The Truck Driver,Punjabi,4.2,2 h 10 mins,2018.0,13+,"Binder a Punjabi trucker, educated, good personality and runs a whole fleet of trucks in Punjab. Binder on returning from a tour finds Kiran, the girl he is in love with has been sent by her parents to Canada to get married. Binder sells his business and moves to Canada to look for Kiran, The rest goes on with how life turns after reaching Canada and how he meets Simi."
Belaseshe,Bengali,8.5,2 h 21 min,2018.0,13+,"Biswanath and Arati were an ideal couple to everyone, till they decide to divorce. Was their marriage just a compromise?"
His highness abdullah,Malayalam,7.9,2 h 28 min,1990.0,All,"The story follows Abdullah who is hired by the members of a wealthy royal family to assassinate the family head Maharaja Udayavarma. Abdullah comes into the royal palace under the disguise Ananthan Namboothiri, a classical singer, and tries to use this mask to softly kill the Maharaja."
Kurukshetra,Kannada,6,2 h 13 min,1987.0,NR,"Kurukshetra is a 1987 Indian Kannada film, directed by H. R. Bhargava and produced by Anuradha Singh, Dushyanth Singh and Amrutha Singh. The film stars Anant Nag, Saritha, Charan Raj and Bhavya in lead roles. Music of the film was composed by M. Ranga Rao."
Naram Garam,Hindi,7.4,2 h 7 min,1981.0,All,"Ramprasad, a young man, lets his lover, Kusum, and her father stay at his boss's house. However, they find themselves in trouble when Kusum is pursued by many suitors, including his boss."
